,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
1055,tt7311330,The Last Exorcist,,2020, 12 October 2020,"Horror, Thriller",79,USA,English,Robin Bain,,,,Two sisters are haunted by the demons of their past.,4.7,638,,,,,,
1056,tt9261042,A Perfect Plan,,2020, 1 May 2020,"Action, Crime, Mystery",78,,English,Jesse D. Ikeman,,,,Four notorious thieves wake up in a fortified warehouse and are forced by a cunning master thief to plan and commit an extraordinary diamond heist.,4.3,276,,,,,,
1057,tt8241876,5th Borough,,2020, 3 June 2020,Crime,95,USA,English,Steve Stanulis,,,,"Nikos daughter is diagnosed with a brain tumor. He needs money. Lots of it. On Staten Island, your options are limited. But you can always count on Family.",8.5,1790,,,,,,
1058,tt12515958,Innocence,,2020, 10 June 2020,"Crime, Drama, Thriller",110,South Korea,Korean,Sang-Hyun Park,Sang-Hyun Park,,,A lawyer uncovers the secrets of a small village while defending her estranged mother in a murder trial.,6.6,346,,,,,,
1059,tt11980890,Paris Jeyaraj,,2021, 12 February 2021,Drama,136,India,Tamil,K. Johnson,,,,"Jeyaraj, a happy youngster gets into drinking into drinking as he had a sad breakup with his love plotted by the advocate who holds a grudge against him. He falls in love again, will he get...
                    See full summary »",6.4,143,,,,,,
1060,tt10768194,A New York Christmas Wedding,,2020, 6 November 2020,"Drama, Romance",88,USA,English,Otoja Abit,Otoja Abit,,,"As her Christmas Eve wedding draws near, Jennifer is visited by an angel and shown what could have been if she hadn't denied her true feelings for her childhood best friend.",5.3,793,,,,,,
1061,tt10516176,Steel Rain 2,,2020, 25 September 2020,"Action, Drama, Thriller",132,South Korea,Korean,WooSuk Yang,,,,"A summit of leaders of South Korea, North Korea and the U.S., where they intend to discuss North Korea's nuclear issue and a peace settlement for the Korean peninsula, but instead end up being abducted.",6.3,759,,,,,,
1062,tt7772872,Painter,,2020, 2020,"Drama, Thriller",99,USA,English,Cory Wexler Grant,Cory Wexler Grant,,,A wealthy art collector's obsession with a young painter develops into a psychosexual relationship fueled by jealousy and delusion.,4.4,132,,,,,,
1063,tt9719452,The Hex,,2020, 14 December 2020,"Drama, Horror",82,South Africa,English,Reine Swart,Reine Swart,,,A grieving British girl unravels her murdered mother's secrets connected to a South African witch doctor's curse.,5.1,746,,,,,,
1064,tt10260692,Faith Based,,2020, 9 October 2020,Comedy,92,USA,English,Vincent Masciale,Luke Barnett,,,"When two friends realize all ""faith based"" films make buckets of cash, they set out on a mission to make one of their own.",5.9,592,,,,42.0,,
1065,tt11266868,Solitary,,2020, 31 August 2020,"Drama, Sci-Fi, Thriller",89,UK,English,Luke Armstrong,Luke Armstrong,,,"'Solitary' is a contained sci-fi film about a man who wakes up inside a room to discover he's a prisoner sent into space to form Earth's first colony, and worse - his cell mate Alana is hell bent on destroying everything.",3.5,753,,,,,,
1066,tt11916254,Lucy Shimmers and the Prince of Peace,,2020, 19 October 2020,"Drama, Family",87,,,Rob Diamond,Rob Diamond,,,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,6.4,144,,,,,,
1067,tt6143798,Axcellerator,,2020, 8 April 2020,"Action, Sci-Fi",91,USA,,David Giancola,,,,"When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",5.2,1138,,,,,,
1068,tt8976664,My Boyfriend's Meds,,2020, 21 February 2020,Comedy,100,Mexico,Spanish,Diego Kaplan,,,,A woman's island getaway with her boyfriend is thrown for a loop when he forgets to take his prescription medications along.,4.4,343,,,,,,
1069,tt7622584,We Go in at Dawn,,2020, 7 April 2020,"History, Thriller, War",85,UK,,Ben Mole,Ben Mole,,,"When a high-ranking war planner is captured and held in a German prisoner of war camp, a team of specialists take on the dangerous mission of trying to break him out. Trouble is, he doesn't want to be rescued.",3.3,166,,,,,,
1070,tt7768720,Saint-Narcisse,,2020, 4 September 2020,"Comedy, Drama, Romance",101,Canada,English,Bruce La Bruce,,,,"When a young man who thought his mother was dead discovers that she may still be alive, he goes on a quest to find her. His journey takes him to a remote cabin in the woods where his mother lives in exile with a mysterious young woman.",5.4,160,,,,,,
1071,tt7802180,Curse of the Blind Dead,,2020, 2 March 2021,Horror,87,Italy,English,Raffaele Picchio,,,,"In the 14th century, a group of Satan worshipers, the Knight Templars, is captured during a ritual and brutally murdered by the locals. Just before the execution, the Knights swear to ...
                    See full summary »",3.2,132,,,,,,
1072,tt9635540,Darbar,,2020, 8 January 2020,"Action, Thriller",159,India,Hindi,A.R. Murugadoss,,,,A police officer is on a chase to hunt down a dreaded gangster to fulfill his own secret agenda.,6.1,4819,,,,,,
1073,tt6920798,The Bloodhound,,2020, 1 December 2020,"Horror, Mystery",72,USA,English,Patrick Picard,Patrick Picard,,,Strange events plague a young man when he's summoned to the secluded home of a wealthy childhood friend and his twin sister.,4.7,195,,,,,,
1074,tt12098670,Scare Me,,2020, 22 March 2020,"Comedy, Fantasy, Horror",107,USA,English,,,,,"A group of college students ride share to a music festival and have a campfire story competition on the way. As the stories progress, the tensions rise as they realize they are in a story of their own.",3.3,201,,,,,,
1075,tt12986254,Christmas with a Crown,,2020, 1 December 2020,Romance,89,Canada,English,Dylan Pearce,Michael Varrati,,,"When a successful woman returns to her hometown to revive her family's Christmas festival, she meets a dashing stranger who's volunteered to help organize the event. Sparks begin to fly ...
                    See full summary »",7.3,548,,,,,,
1076,tt12706382,Siren Head,,2020, 31 October 2020,"Horror, Sci-Fi, Thriller",52,Russia,Russian,,,,,"The ancient monster named Siren Head terrorizes Russian land. No one knows who is it and what is it want. Mysteriously disappearances of people, unsolved murders and other things happening in the locations of this monster. Who will next?",8.6,413,,,,,,
1077,tt11638656,U Turn,,2020, 30 October 2020,"Horror, Thriller",98,Philippines,Visayan,Roderick Cabrido,,,,U turn tells the story of a budding investigator and a cop who will uncover the new conspiracies of a bike gang.,4.3,187,,,,,,
1078,tt5505992,Cagefighter,,2020, 9 October 2020,"Action, Sport",98,UK,English,Jesse Quinones,Jesse Quinones,,,"Reiss is the greatest champion to ever fight in a LEGENDS cage. But when promoter Max Black pits him against wrestling superstar Randy Stone, Reiss finds himself in the toughest fight of his life.",4.3,383,,,,,,
1079,tt9372172,Ballsy Girl,,2020, 2021,Comedy,95,France,French,Katia Lewkowicz,,,,"Nour wishes she could be more feminine and wants dudes to see her as a girl, not a cute brother. So when Sissi, a pole dance instructor, offers to teach her for free, Nour grabs the chance to try something new.",4.9,584,,,,,,
1080,tt10309906,Shubh Mangal Zyada Saavdhan,,2020, 21 February 2020,"Comedy, Romance",117,India,Hindi,Hitesh Kewalya,Hitesh Kewalya,,,"The road to achieving a happy ending is a little too rough for two guys Kartik and Aman. While Aman's family tries hard to battle his love for Kartik, Kartik isn't prepared to step back until he marries Aman.",5.8,7848,,,,,,
1081,tt13409094,A Sunburnt Christmas,,2020, 4 March 2021,Comedy,91,Australia,English,Christiaan Van Vuuren,,,,"On an outback farm ravaged by drought, the lives of a struggling family are upended when a runaway criminal dressed as Santa Claus crashes onto their property.",7.0,448,,,,,,
1082,tt8983166,Panga,,2020, 24 January 2020,"Drama, Sport",131,India,Hindi,Ashwiny Iyer Tiwari,,,,"Panga is inspired from the life of a national level Kabbadi player from India. It follows her triumphs, struggle and overcoming of stereotypes. It shows how important the love and support of your family is for you to be successful.",6.8,5087,,,,,,
1083,tt12374774,Attack of the Giant Blurry Finger,,2021, 7 January 2021,"Comedy, Horror, Sci-Fi",60,USA,English,Cody Clarke,,,,"In this zany, dry, tongue-in-cheek sci-fi horror comedy, a giant blurry finger comes down from outer space and terrorizes Chloe, a young woman, interrupting her lonely night at home.",3.4,120,,,,,,
1084,tt4016312,The Book of Vision,,2020, 3 September 2020,Drama,95,Italy,English,Carlo Hintermann,,,,"Eva, a mysterious doctor, searches for an answer to her urgent dilemma as she unravels Dr. Anmuth's Book of Vision. Stellan gets involved in her life and is forced to confront his own nature, as Eva faces the biggest decision of her life.",5.4,116,,,,,,
1085,tt9605894,Nishabdham,,2020, 2 October 2020,"Horror, Mystery, Thriller",120,India,English,Hemant Madhukar,,,,"Seattle PD is investigating the murder of a man and Sakshi, a deaf and mute artist, and her husband Antony, a renowned cello player, are related to it. The findings of the investigation forms the crux of the story of Nishabdham/Silence.",3.8,2527,,,,,,
1086,tt11490170,HIT,,2020, 28 February 2020,"Action, Crime, Drama",125,India,Telugu,Sailesh Kolanu,Sailesh Kolanu,,,An officer of the 'Homicide Intervention Team' who frequently suffers from having his panic attacks does everything in his power to rescue a woman who went missing.,7.7,3219,,,,,,
1087,tt13758760,A Stand Worthy of Men (wa'fet regala),,2021, 14 January 2021,"Comedy, Drama",,Egypt,Arabic,Ahmed El Gendy,Haitham Dabbour,,,"A comedy about a group of friends as they get reunited to help one of their own find his way out of major trouble. As the situation gets more complicated, they are forced to take a trip to a coastal town.",7.5,224,,,,,,
1088,tt7507924,Alpha Code,,2020, 1 July 2020,"Mystery, Sci-Fi, Thriller",97,Czech Republic,English,Keoni Waxman,,,,"Johana, a woman with no past, is hiding from a UN Agent Bowie, a head of secret space program. On her run she meets Martin and with help of Bowie's ex-colleague Lance they both help Martin to find his half alien daughter.",3.1,162,,,,,,
1089,tt8633542,Escape 2120,,2020, 13 July 2020,Sci-Fi,107,USA,English,Brian K Bennett,Brian K Bennett,,,"A detached orphan teen escapes to the future in suspended animation, but when he arrives at a natural utopia, he must evade a lynch mob convinced that he's the prophesied Devil's Child.",3.3,122,,,,,,
1090,tt12200256,No Escapes,,2020, 24 December 2020,"Action, Drama",131,Russia,Russian,Alexey Nuzhny,,,,"A heroic story about firefighters and rescuers. What we call an act of bravery is just a usual routine for them, if only one can get used to mortal danger and extreme risk. When people in ...
                    See full summary »",6.8,387,,,,,,
1091,tt5603212,Menendez: The Day of the Lord,,2020, 30 October 2020,"Drama, Horror, Thriller",93,Mexico,Spanish,Santiago Alvarado Ilarri,,,,A retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter.,4.9,702,,,,,,
1092,tt8545636,Adventures of Rufus: The Fantastic Pet,,2020, 26 May 2020,"Adventure, Family, Fantasy",82,France,English,Ryan Bellgardt,,,,"Scott and Emily are at his grandmother's home when they suddenly discover a mysterious creature. They have a mission: with the help of an ancient spell book, they'll gather some ingredients to make a magic dust to save their world.",4.3,365,,,,,,
1093,tt10991188,World Famous Lover,,2020, 14 February 2020,Romance,154,India,Telugu,Kranthi Madhav,Kranthi Madhav,,,"An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, a youngster romancing in Paris with Iza, Union Leader Srinu in love with his boss lady, and a first college romance.",4.8,2286,,,,,,
1094,tt10023150,Mon cousin,,2020, 30 September 2020,Comedy,104,France,French,Jan Kounen,,,,"The CEO of a big international wine company must meet again with his clumsy cousin to renew the contract allowing him to manage the brand, going down a rabbit hole of adventures and catastrophes in the process.",5.2,234,,,,,,
1095,tt11568878,Residue,,2020, 24 January 2020,Drama,90,USA,English,Merawi Gerima,Merawi Gerima,,,"A young filmmaker returns home after many years away, to write a script about his childhood, only to find his neighborhood unrecognizable and his childhood friends being scattered to the wind.",6.4,377,,,,82.0,,
1096,tt11018048,Le bonheur des uns...,,2020, 9 September 2020,Comedy,104,France,French,Daniel Cohen,,,,"The harmony between the four friends, two couples, is challenged, when Léa writes a bestseller novel.",6.2,477,,,,,,
1097,tt10213380,Malmkrog,,2020, 8 July 2020,"Drama, History",201,Romania,French,Cristi Puiu,,,,"A landowner, a politician, a countess, a General and his wife gather in a spacious manor house and discuss death, war, progress and morality. As time passes by, the discussion becomes more serious and heated.",6.0,623,,,,51.0,,
1098,tt9894440,Min pappa Marianne,,2020, 21 February 2020,"Comedy, Drama",110,Sweden,Swedish,Mårten Klingberg,,,,"After breaking up with her boyfriend, 28 year old aspiring journalist Hanna decides to leave Stockholm and moves back to her parents and brother in her small hometown Alingsås. After ...
                    See full summary »",7.1,970,,,,,,
1099,tt11508438,One for the Road,,2021, 28 January 2021,Drama,136,,,Baz Poonpiriya,,,,"Boss, a high end club owner living in New York, who receives a call from his friend in Thailand, Aood, revealing he is in the last stages of terminal cancer.",7.2,113,,,,,,
1100,tt10948820,The Predators,,2020, 22 October 2020,Comedy,109,Italy,Italian,Pietro Castellitto,Pietro Castellitto,,,"It's early in the morning, the sea at Ostia is calm. A man knocks at the door of a woman's house: he is going to sell her a watch. It is early in the morning again when, a few days later, a...
                    See full summary »",5.7,412,,,,,,
1101,tt10696018,Her Secret Family Killer,,2020, 16 February 2020,"Adventure, Family, Fantasy",85,Germany,English,Lisa France,Brooke Purdy,,,"On Sarah's birthday, her best friend Victoria gives her a genetic testing kit as a gift so she can learn more about her family's lineage. But that night, Victoria is tragically killed. ...
                    See full summary »",4.8,134,,,,,,
1102,tt7334158,Sulphur and White,,2020, 6 March 2020,Drama,121,UK,English,Julian Jarrold,Susie Farrell,,,City trader and mountaineer David Tait is a man whose professional success masks a series of traumatic secrets.,5.2,168,,,,,,
1103,tt8472964,Chintu Ka Birthday,,2020, 5 June 2020,"Drama, War",80,India,Hindi,,,,,"During US invasion of Iraq some illegal migrants are waiting to get back home to India. As one such family prepares to celebrate the 6th birthday of their youngest member Chintu, their kind-hearted Iraqi landlord lends them a helping hand.",7.8,3815,,,,,,
1104,tt7541838,Sex and the Future,,2020, 1 April 2020,Comedy,90,USA,English,,Ethan Zvi Kaplan,,,"When misfits Barry and Evan design their ideal woman as a robot, they realize a fortune could be made if they had the money to mass produce their prototype. A wealthy prince soon finds out ...
                    See full summary »",1.9,271,,,,,,
1105,tt13049760,Red Screening,,2020, 3 September 2020,Horror,88,Uruguay,Spanish,Maximiliano Contenti,,,,It's a soaking wet day with rain pouring down and one of the best hings to do is to go seek refuge in a great old cinema. There's only a problem: A scary murderer is on the loose and he also has taken refuge there.,6.4,172,,,,,,
1106,tt10893170,Bhoomi,,2021, 14 January 2021,"Action, Drama",128,India,Tamil,Lakshman,Lakshman,,,Bhoominathan is an astronaut at NASA who has to resolve an unfinished business in his village before taking off to Mars.,4.3,2653,,,,,,
1107,tt7838654,Finding Grace,,2020, 21 April 2020,Drama,106,USA,English,Warren Fast,Warren Fast,,,"A struggling family, already on the verge of disintegration, faces new challenges that will test their faith in God and each other.",5.0,148,,,,,,
1108,tt13245934,Red Post on Escher Street,,2020, 5 February 2021,"Comedy, Drama",148,Japan,Japanese,Sion Sono,Sion Sono,,,It follows a filmmaker who holds auditions for his net project. Several of the actors who fail to win roles participate as extras.,7.6,247,,,,,,
1109,tt11727052,The Closet,,2020, 5 February 2020,"Horror, Mystery",97,South Korea,Korean,Kwang-bin Kim,,,,"After Sang-Won's daughter Yi-Na goes missing in their new home, a mysterious man approaches him and tells him to look for her in the closet.",5.7,1136,,,,,,
1110,tt8462814,Servants,,2020, March 2020,Drama,80,Slovakia,Slovak,Ivan Ostrochovský,,,,"Two students of a theological seminary in totalitarian Czechoslovakia must decide if they'll choose the easier way of collaboration, or if they'll subject themselves to the surveillance of the secret police.",6.1,392,,,,,,
1111,tt5174992,I Hate the Man in My Basement,,2020, 10 March 2020,"Crime, Drama, Romance",103,USA,English,Dustin Cook,Dustin Cook,,,"After his wife's death, Claude struggles to appear normal while living with a Secret.",5.5,233,,,,,,
1112,tt11792734,Leyla Everlasting,,2020, 4 December 2020,Comedy,112,Turkey,Turkish,Ezel Akay,,,,"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",3.8,6727,,,,,,
1113,tt11791146,Search and Destroy,,2020, 14 August 2020,Action,93,,English,Danny Lerner,,,,"When American Ranger John Cutter fails to save a family being held hostage and loses his entire team in a battle with infamous Ukrainian Arms Dealer Igor Rodin, John is discharged from the ...
                    See full summary »",2.9,171,,,,,,
1114,tt12325668,Pearl,,2020, 11 August 2020,Drama,92,USA,English,Bobby Roth,Bobby Roth,,,"After her mother is murdered by her stepfather, gifted 15 year old student Pearl goes to live with an ex-lover of her mother, a grumpy unemployed film director who, pending the results of a paternity test, may be her biological father.",4.5,128,,,,,,
1115,tt7282482,Wreck,,2020, 27 October 2020,"Horror, Music",69,UK,English,Ben Patterson,Ben Patterson,,,"While transporting an important package, a young woman is involved in a car accident in the middle of nowhere leaving her trapped under the car. She slowly starts to realise that not only ...
                    See full summary »",2.2,161,,,,,,
1116,tt10199974,Pareeksha,,2020, 6 August 2020,Drama,120,India,Hindi,Prakash Jha,,,,The film revolves around the story of an ordinary rickshaw driver in Bihar who aspires and dreams of providing a maximum possible quality education to his son by making arrangements for him to study at a private English medium school.,8.1,2783,,,,,,
1117,tt11127256,Choke,,2020, 10 May 2020,"Horror, Thriller",73,USA,,Gregory Hatanaka,Gregory Hatanaka,,,"The lines between reality and fiction, and good and bad blur when both a nihilistic detective and a serial killer's affairs with a mysterious girl overlap.",5.8,2805,,,,,,
1118,tt8134980,Battlefield 2025,,2020, 8 July 2020,"Action, Adventure, Horror",84,USA,English,Joseph Mbah,,,,"Weekend campers, an escaped convict, young lovers and a police officer experience a night of terror when a hostile visitor from another world descends on a small Arizona town.",1.9,230,,,,,,
1119,tt10755608,Jamun,,2021, 21 January 2021,"Drama, Family",92,India,Hindi,Gaurav Mehra,,,,A dysfunctional family who overcomes their individual difficulties.,7.5,311,,,,,,
1120,tt11766318,Homeward,,2020, 25 February 2020,"Animation, Adventure, Family",81,USA,English,Michael Johnson,,,,A boastful elf and his prank-happy orc brother must learn to work together to stop a fiendish orc gang from retrieving a magical stone that will give them the power to take over the world.,2.6,277,,,,,,
1121,tt12721188,Dad Wanted,,2020, 11 September 2020,"Comedy, Drama, Family",102,Mexico,Spanish,Javier Colinas,,,,"Blanca's mom stopped letting her ride her BMX bike after her dad died in an accident. So, after reading about a BMX contest happening soon, she tries to enter it without her mom's knowledge. The only problem? A parent needs to sign her in.",5.7,855,,,,,,
1122,tt9875128,Halahal,,2020, 21 September 2020,"Crime, Drama, Mystery",97,India,Hindi,Randeep Jha,,,,The Murder of a college girl morphed into a suicide takes Dr. Shiv on a journey to dig the truth out of his daughter's murder.,7.1,1288,,,,,,
1123,tt9392248,The Best Years,,2020, 13 February 2020,Drama,129,Italy,Italian,Gabriele Muccino,,,,"The story of Italy, from the 80s to nowadays, told through the life of four friends, Giulio, Gemma, Paolo e Riccardo; during 40 years of loves, aspirations, success and failures.",6.1,1223,,,,,,
1124,tt4486148,Shimla Mirchi,,2020, 3 January 2020,"Comedy, Romance",129,India,Hindi,Ramesh Sippy,,,,"A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",4.6,1222,,,,,,
1125,tt9348848,Flukten over grensen,,2020, 14 February 2020,"Family, War",96,Norway,Norwegian,Johanne Helgeland,,,,"WW2, December 1942, four children on the run. Sarah and Daniel are Jews about to be deported, but hide in the cellar of Otto and Gerda, until they are discovered and their parents are arrested. They have to get to faraway neutral Sweden.",6.6,238,,,,,,
1126,tt9191844,Fear Pharm,,2020, 11 September 2020,Horror,79,USA,English,Dante Yore,,,,Four people enter a corn maze for Halloween and are picked off one by one by the twisted family who own the scare attraction.,4.2,431,,,,,,
1127,tt11924476,A Werewolf in England,,2020, 28 September 2020,"Comedy, Horror",84,UK,English,Charlie Steeds,Charlie Steeds,,,"A Parish Councillor and criminal take refuge at a remote countryside Inn, unaware that flesh-hungry werewolves inhabit the surrounding woodlands and are ready to feed.",5.5,1176,,,,,,
1128,tt10928086,Knocking,,2021, 29 January 2021,Thriller,78,Sweden,Swedish,Frida Kempff,,,,"A woman leaves a psychiatric ward after a nervous breakdown, only to start hearing mysterious knocking sounds in her apartment.",6.6,279,,,,,,
1129,tt5575918,Human Zoo,,2020, 5 May 2020,"Horror, Thriller",109,USA,English,John E Seymore,,,,"The internet watches live, as reality-show contestants struggle against time to see who will stay in solitary confinement the longest and take home the one million dollar prize.",2.1,292,,,,,,
1130,tt10047958,Bad President,,2020, 12 October 2020,"Comedy, Fantasy",90,USA,English,Param Gill,,,,"The devil encourages media personality Donald Trump to run for president of the United States, so he can have a political puppet. But throughout Trump's many gaffes, the devil wonders if he even has a chance of winning.",6.0,1289,,,,,,
1131,tt11880904,Isha,,2020, 28 February 2020,"Drama, Horror",118,India,Malayalam,Jose Thomas,Jose Thomas,,,Add a Plot »,9.1,398,,,,,,
1132,tt11905730,Honeymood,,2020, June 2020,"Comedy, Drama",90,Israel,Hebrew,Talya Lavie,Talya Lavie,,,"Following a fight in their honeymoon suite on the night of their wedding, a bride and groom embark on a surreal urban odyssey through the streets of Jerusalem.",5.9,123,,,,,,
1133,tt12789540,Mosquito State,,2020, 5 September 2020,Drama,100,Poland,English,Filip Jan Rymsza,,,,"August 2007. Isolated in his austere penthouse overlooking Central Park, obsessive Wall Street data analyst Richard Boca sees ominous patterns: His computer models are behaving erratically,...
                    See full summary »",5.5,149,,,,,,
1134,tt5792124,What the Night Can Do,,2020, 4 February 2020,Drama,91,USA,English,Christopher Martini,Stuart Margolin,,,Luana is a 12-year-old girl struggling to grasp the world collapsing around her.,4.4,152,,,,,,
1135,tt6332158,You're Not Alone,,2020, 2020,"Horror, Mystery, Thriller",92,USA,English,Eduardo Rodriguez,Andrew Wong,,,"An evil entity begins to torment a mother and daughter, who are forced to face the inexplicable presence that inhabits the walls of their new home.",3.7,276,,,,,,
1136,tt9893824,Bright Hill Road,,2020, 24 September 2020,Horror,91,Canada,English,Robert Cuffley,Susie Moloney,,,"When a misstep after a workplace shooting puts alcoholic Marcy on leave, she heads out to see her sister in California. Halfway there, she stops for a couple of days at the Bright Hill Road...
                    See full summary »",4.3,118,,,,,,
1137,tt10021582,A Deadly Legend,,2020, 10 July 2020,Horror,97,USA,,Pamela Moriarty,Eric Wolf,,,"Joan Huntar, a real estate developer, buys an old summer camp. It turns out that the property was once inhabited by a rogue sect of pagans with a dark history of sacrificial worship. A ...
                    See full summary »",2.6,106,,,,,,
1138,tt7830416,Evil Takes Root,,2020, 15 September 2020,"Horror, Thriller",91,USA,English,Chris W. Freeman,,,,"Paranormal investigator Felix Fojas arrives in a sleepy Midwest town to investigate the mysterious loss of his old lover, Amanda, and reconcile sins of the past. While investigating he ...
                    See full summary »",4.3,287,,,,,,
1139,tt11416594,Karakomik Filmler: Deli,,2020, 17 January 2020,"Comedy, Drama",60,Turkey,Turkish,Cem Yilmaz,Cem Yilmaz,,,"In the first part of Karakomik Filmler's sequel, Deli (Crazy) is about a taxi driver who's biggest wish is to sit across his loved one one day to get lost in her eyes. Trouble finds him while he's out working the night shift.",6.5,6084,,,,,,
1140,tt7036254,Hunter's Creed,,2020, 6 October 2020,"Drama, Mystery, Thriller",83,USA,English,Justin Jackola,,,,"A recent widower reunites with his old church buddies to film a hunting show in the remote woods, where a supernatural presence forces him to confront his faith.",6.0,399,,,,,,
1141,tt11018402,Working Girls,,2020, 12 February 2020,Drama,91,Belgium,French,,Anne Paulicevich,,,"Everyday, three sex workers cross the border from France into Belgium to practice their trade. At the end of one particularly hot summer, all three share a secret that will bind them together forever.",6.1,516,,,,,,
1142,tt12427724,Orca,,2020, 30 October 2020,Drama,,Sweden,Swedish,Josephine Bornebusch,,,,"The movie Orca depicts various middle class people in different phases of life and their situation during the covid-19 pandemic. It captures their frustration and problems coping with the ...
                    See full summary »",6.1,638,,,,,,
1143,tt10378926,Who Wants Me Dead?,,2020, 17 January 2020,Thriller,86,USA,English,Lisa France,Sandra Bailey,,,"After the death of her estranged sister Nikki, with whom she hadn't seen since they were separated in foster care, Carly is surprised to learn that she is named in Nikki's will as guardian ...
                    See full summary »",5.6,141,,,,,,
1144,tt9101540,Big Brother,,2020, 17 January 2020,"Action, Drama, Thriller",165,India,Malayalam,Siddique,Siddique,,,"Sachidanadan had to go to the juvenile home for committing an unintentional murder. After his release, the recent things that happened to his family, shock Sachidanandan and he has to fight against a powerful drug racket in the city.",3.3,822,,,,,,
1145,tt12801374,Under the Open Sky,,2020, 11 February 2021,Crime,126,Japan,Japanese,Miwa Nishikawa,,,,"A middle-aged former yakuza is released from prison after thirteen years where he was placed for murder. He is struggling to adapt to society and freedom, find a job and communicate ...
                    See full summary »",7.3,191,,,,,,
1146,tt6829368,Day 13,,2020, 4 August 2020,"Horror, Thriller",91,USA,English,Jax Medel,,,,"Colton is convinced of the girl next door's father's ill-intentions toward her and aims to prove his evil, but doesn't know or understand exactly the occult dealings he's charging himself into.",3.4,181,,,,,,
1147,tt11650674,Ouija Shark,,2020, 26 May 2020,Horror,71,,English,Brett Kelly,David A. Lloyd,,,A group of teenage girls summon an ancient man-eating shark after messing with a spirit board that washes up on the beach. An occult specialist must enter the shark's realm to rid this world of the deadly spirit ghost once and for all.,1.7,421,,,,,,
1148,tt10855798,Enfant Terrible,,2020, 1 October 2020,"Biography, Drama",134,Germany,German,Oskar Roehler,,,,"The life and the impact of iconic German New Wave director, Rainer Werner Fassbinder.",6.1,217,,,,,,
1149,tt11744432,Schlaf,,2020, 29 October 2020,Horror,102,Germany,German,Michael Venus,,,,"Marlene, a woman plagued by horrific dreams, suffers a breakdown in a remote village. As her daughter Mona follows, she comes upon a well-kept family secret and an old curse that ultimately threatens her life - a never-ending nightmare.",6.4,189,,,,,,
1150,tt6439748,Legacy,,2020, 28 May 2020,"Action, Thriller",98,USA,English,R. Ellis Frazier,Robert Orr,,,"A war criminal/drug lord is arrested in Beograd by Nolan from MI6 and police. He's flown to The Haag to stand trial. He hires an assassin to take out witnesses, one a teenager in the wilderness with his dad.",4.0,313,,,,,,
1151,tt5585836,Canaan Land,,2020, 5 November 2020,Drama,113,USA,English,Richard Rossi,Richard Rossi,,,"'Canaan Land"" is a love story between a charismatic con man preacher, Brother Billy Gantry, who falls in love with Sister Sara Sunday, a sincere Christian. She seeks to redeem Brother Billy...
                    See full summary »",9.4,129,,,,,,
1152,tt11151982,Goblin Slayer: Goblin's Crown,,2020, 1 February 2020,"Animation, Action, Adventure",85,Japan,Japanese,Takaharu Ozaki,Kumo Kagyu,,,"In a world dominated by monsters, a young priestess decides to train as an adventurer to deal with the threat. She joins a group of inexperienced fighters who have set out to drive the goblins away.",6.7,648,,,,,,
1153,tt11232208,Paint,,2020, 15 December 2020,Comedy,95,USA,English,Michael Walker,Michael Walker,,,"Three friends from art school struggle to start their careers in the bizarre NYC art world, while trying to get by in life and figure themselves out.",5.3,151,,,,,,
1154,tt9359344,"Te quiero, imbécil",,2020, 24 January 2020,Comedy,87,Spain,Spanish,Laura Mañá,,,,Marcos' life turns upside down after he loses the same day his girlfriend and his job. Marcos' life turns wild after to meet Raquel.,5.8,2642,,,,,,
1155,tt5984744,Broken Law,,2020, 2021,"Action, Crime, Drama",85,Ireland,English,Paddy Slattery,Paddy Slattery,,,Dave Connolly is a respected member of the Garda Síochána but his loyalty to the law gets tested by his ex-convict brother Joe who is in desperate need of his help.,5.5,316,,,,,,
1156,tt2323912,Beast Mode,,2020, 30 September 2020,"Comedy, Horror",87,USA,English,,,,,"'Bad boy' actor Huckle Saxton lets fame get to his head and turns into a ferocious beast, ripping Hollywood to shreds. Will he sink his teeth into the role of a lifetime or succumb to the dangers of the Hollywood lifestyle?",3.7,203,,,,,,
1157,tt13096334,What the Constitution Means to Me,,2020, 16 October 2020,Drama,100,USA,English,Marielle Heller,Heidi Schreck,,,"Live Broadway cast production of Heidi Schreck's play presenting multiple facets, historical perspectives and personal experiences with the U.S. Constitution.",7.2,501,,,,87.0,,
1158,tt10920190,Righteous Villains,,2020, 1 December 2020,"Crime, Thriller",75,UK,English,Savvas D. Michael,Savvas D. Michael,,,"A modern day tale of good vs evil, secret societies, sorcery and Satan.",8.2,2527,,,,,,
