,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
576,tt8015444,Last and First Men,,2020, 21 September 2020,"Fantasy, Mystery, Sci-Fi",70,Iceland,English,Jóhann Jóhannsson,,,,"Two billion years ahead of us, a future race of humans finds itself on the verge of extinction. Almost all that is left in the world are lone and surreal monuments, beaming their message into the wilderness.",6.7,1837,,,,83.0,,
577,tt10434142,The Girls,,2020, 4 September 2020,"Adventure, Drama",97,Spain,Spanish,Pilar Palomero,Pilar Palomero,,,"Celia, an 11-year-old girl, studies at a convent school and lives her mum, a 30-year-old widow. The arrival of a new classmate hurls Claudia into adolescence.",6.6,953,,,,,,
578,tt8955940,Agent Revelation,,2021, 21 January 2021,"Action, Sci-Fi, Thriller",86,Hong Kong,English,Derek Ting,Derek Ting,,,"An ancient dust that controls humans is unleashed, but mysteriously affects Jim Yung who gains superpowers. Jim is taken to an underground base where he's trained to be an operative to take...
                    See full summary »",6.6,1547,,,,,,
579,tt12844834,The Funeral Home,,2020, 29 January 2021,Horror,86,Argentina,Spanish,Mauro Iván Ojeda,Mauro Iván Ojeda,,,"Bernardo is an undertaker. He runs his mortuary business in the same house where he resides. In the front he has his clients. And in the back, his dysfunctional family lives among coffins, ...
                    See full summary »",4.5,145,,,,,,
580,tt11618536,Shithouse,,2020, 16 October 2020,"Comedy, Drama, Romance",100,USA,English,Cooper Raiff,Cooper Raiff,,,A homesick college freshman goes to a party at Shithouse and ends up spending the night with his sophomore RA who's had a shitty day and wants someone to hang out with.,7.0,1894,,,,74.0,,
581,tt11003228,Breeder,,2020, 31 October 2020,"Horror, Thriller",107,Denmark,Danish,Jens Dahl,Sissel Dalsgaard Thomsen,,,"A ruthless businesswoman is abducting young women as part of a gruesome bio-hacking experiment to reverse the aging process. When Mia goes to investigate, she finds herself trapped, branded and tortured in an underground medical facility.",5.6,620,,,,,,
582,tt9377332,Noise in the Middle,,2020, 29 October 2020,Thriller,91,USA,English,Marcus McCollum,,,,"After the sudden death of his wife, a grieving father of a severely non-verbal autistic girl seeks experimental therapy where he unknowingly rents an Air B&B with a haunted history. This ...
                    See full summary »",4.5,114,,,,,,
583,tt9877170,Malang,,2020, 7 February 2020,"Action, Crime, Drama",135,India,Hindi,Mohit Suri,,,,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",6.5,8366,,,,,,
584,tt7400998,LX 2048,,2020, 25 September 2020,"Drama, Sci-Fi",103,USA,English,Guy Moshe,Guy Moshe,,,A fatally ill man tries to secure the future of his family in a world where the toxicity of the sun forces people to stay inside during the daytime.,4.8,951,,,,61.0,,
585,tt9115528,Never Too Late,,2020, 10 July 2020,"Comedy, Drama, Romance",95,Australia,English,Mark Lamprell,,,,A group of seniors plan to break out of their retirement home.,5.7,343,,,,43.0,,
586,tt11389748,Mass,,2021, 30 January 2021,Drama,110,,,Fran Kranz,Fran Kranz,,,Aftermath of a violent tragedy that affects the lives of two couples in different ways.,8.5,185,,,,78.0,,
587,tt11028768,The People Upstairs,,2020, 30 October 2020,Comedy,82,Spain,Spanish,Cesc Gay,Cesc Gay,,,Two couples explore the complexities of modern day relationships.,6.3,520,,,,,,
588,tt11394158,Miss Juneteenth,,2020, 19 June 2020,Drama,99,USA,English,Channing Godfrey Peoples,Channing Godfrey Peoples,,,"A former beauty queen and single mom prepares her rebellious teenage daughter for the ""Miss Juneteenth"" pageant.",6.5,1235,,,,73.0,,
589,tt10482504,The Trip to Greece,,2020, 20 May 2020,"Comedy, Drama",103,UK,English,Michael Winterbottom,,,,Actors Rob Brydon and Steve Coogan travel from Troy to Ithaca following in the footsteps of the Odysseus.,6.6,2960,,,,69.0,,
590,tt7014356,Anastasia: Once Upon a Time,,2020, 7 April 2020,"Adventure, Family, Fantasy",89,USA,English,Blake Harris,,,,"With Lenin about to destroy the Romanov, Rasputin sends Anastasia through a magical portal.",3.0,450,,,,,,
591,tt12757438,Smiley Face Killers,,2020, 27 November 2020,"Horror, Thriller",96,USA,English,Tim Hunter,Bret Easton Ellis,,,"About a handsome young soccer player Jake Graham who believes he is going insane, unable to shake the feeling of being stalked by something, by someone.",3.6,494,,,,,,
592,tt6173712,Caged,,2021, 26 January 2021,"Drama, Horror, Thriller",81,USA,English,Aaron Fjellman,,,,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",3.3,202,,,,,,
593,tt9806336,Rising High,,2020, 17 April 2020,"Comedy, Drama",94,Germany,German,Cüneyt Kaya,,,,"Charting the rise and fall of three corrupt real estate agents who accumulate absurd wealth in no time but fall into a vortex of fraud, greed and drugs.",5.7,4026,,,,40.0,,
594,tt8318284,The Legion,,2020, 8 May 2020,"Action, Adventure, History",96,USA,English,Jose Magan,,,,"Noreno, a half-Roman, is entrusted with the mission of crossing the snowy mountains of Armenia, swarming with Parthian patrols, to seek help for his slowly dying men.",3.1,588,,,,,,
595,tt10675392,Saezuru Tori Wa Habatakanai: The Clouds Gather,,2020, 11 December 2020,"Animation, Crime, Drama",85,Japan,Japanese,Kaori Makita,,,,"Yashiro is the young leader of Shinseikai and the president of the Shinseikai Enterprise, but like so many powerful men, he leads a double life as a deviant and a masochist. Doumeki Chikara...
                    See full summary »",7.2,281,,,,,,
596,tt8718300,Proximity,,2020, 15 May 2020,"Drama, Sci-Fi",119,USA,English,Eric Demeusy,,,,A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.,4.7,2198,,,,38.0,,
597,tt11322920,Ayyappanum Koshiyum,,2020, 7 February 2020,"Action, Drama, Thriller",177,India,Malayalam,Sachy,Sachy,,,"The story revolves around the clash between Ayyappan, a senior police officer who serves at the Attappadi Police Station and Havildar Koshi, who comes to the village with a motive.",7.9,4225,,,,,,
598,tt8332802,Amulet,,2020, 24 July 2020,"Horror, Mystery",99,UK,English,Romola Garai,Romola Garai,,,"An ex-soldier, living homeless in London, is offered a place to stay at a decaying house inhabited by a young woman and her dying mother. As he starts to fall for her, he cannot ignore his suspicion that something sinister is going on.",4.7,2680,,,,64.0,,
599,tt11685322,Sweet Thing,,2020, 22 October 2020,Drama,91,USA,English,Alexandre Rockwell,Alexandre Rockwell,,,The story revolves around two siblings and their struggle to find solid ground in the homes of their alcoholic father and negligent mother. The children ultimately run away and find a temporary life for themselves.,7.3,496,,,,,,
600,tt10510416,Revenge Ride,,2020, 21 June 2020,"Crime, Drama, Horror",73,USA,English,Melanie Aitkenhead,Timothy Durham,,,"Maggie (Serinda Swan) is a tough and ruthless member of the all-female Dark Moon biker gang led by the merciless Trigga (Pollyanna McIntosh). After Maggie's cousin (Vanessa Dubasso) is drugged at a party, the gang rides out for revenge.",3.7,250,,,,,,
601,tt9747594,Beasts Clawing at Straws,,2020, 19 February 2020,"Crime, Drama, Thriller",108,South Korea,Korean,Yong-hoon Kim,,,,"A struggling restaurant owner, caring for his sick mom, finds a bag of cash in a sauna locker, while a customs officer gets into trouble when his girlfriend runs off with money he borrowed from a loan shark.",7.1,2443,,,,,,
602,tt12607910,Black Is King,,2020, 31 July 2020,"Adventure, Drama, Fantasy",85,USA,English,,,,,Visual album from Beyoncé inspired by 'The Lion King'.,5.5,8012,,,,84.0,,
603,tt8064418,Assassin 33 A.D.,,2020, 24 January 2020,Sci-Fi,109,USA,English,Jim Carroll,Jim Carroll,,,"While doing research , a group of young geniuses accidentally stumble upon a secret terrorist plot to create a time machine to go back in time and change history.",2.9,978,,,,,,
604,tt9288726,Mama Weed,,2020, 9 September 2020,"Comedy, Crime, Drama",104,France,French,Jean-Paul Salomé,,,,A translator working for the police gets involved in the other side of drug dealing.,6.2,1023,,,,,,
605,tt13364790,"Hi, Mom",,2021, 12 February 2021,"Comedy, Drama, Fantasy",128,China,Chinese,Ling Jia,,,,A woman travels back in time to befriend her own mother in an attempt to make her life better.,7.2,512,,,,,,
606,tt11564214,Endgame,,2021, 12 February 2021,"Comedy, Crime, Drama",119,China,Mandarin,Xiaozhi Rao,,,,"Chen Xiaomeng is a theater actor who just can't catch a break in life. His career is in shambles, his love life is depressing, and he can't even properly commit suicide. Before he takes ...
                    See full summary »",6.7,127,,,,,,
607,tt13299890,The Great Indian Kitchen,,2021, 15 January 2021,"Comedy, Drama",100,India,Malayalam,Jeo Baby,Jeo Baby,,,"After marriage, a woman struggles to be the submissive wife that her husband and his family expect her to be. The story follows her journey, as she changes herself and, even more so, changes the household.",8.4,2773,,,,,,
608,tt3993886,All Day and a Night,,2020, 1 May 2020,Drama,121,USA,English,Joe Robert Cole,Joe Robert Cole,,,A young man who committed a homicide deals with the repercussions of his action.,5.8,3032,,,,60.0,,
609,tt9110340,Andhaghaaram,,2020, 24 November 2020,"Horror, Mystery, Thriller",171,India,Tamil,V. Vignarajan,V. Vignarajan,,,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",7.6,2832,,,,,,
610,tt9261218,Uncorked,,2020, 27 March 2020,Drama,104,USA,English,Prentice Penny,Prentice Penny,,,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,6.2,4337,,,,62.0,,
611,tt9742392,Kindred,,2020, 6 November 2020,"Drama, Horror, Mystery",101,UK,English,Joe Marcantonio,,,,"Plagued by mysterious hallucinations, a pregnant woman suspects that the family of her deceased boyfriend has intentions for her unborn child.",4.9,580,,,,54.0,,
612,tt11102314,Tribhanga,,2021, 15 January 2021,"Drama, Family",95,India,Hindi,Renuka Shahane,Renuka Shahane,,,The lives of three women spanning the late 1980s to present day and underscores the value of family in everyday life.,6.2,2236,,,,,,
613,tt10151054,The Quarry,,2020, 17 April 2020,"Crime, Mystery, Thriller",98,USA,English,Scott Teems,,,,"A drifter (Shea Whigham) kills a traveling preacher and takes his place at a small-town church, but the police chief (Michael Shannon) suspects foul play.",5.3,2054,,,,53.0,,
614,tt9592496,Pogaru,,2021, 19 February 2021,Action,160,India,Kannada,Nandakishore,Nandakishore,,,"Shiva, a local Ruffian is unstoppable in his path as he had garnered the support and affection of the general public by fighting against the injustice that comes their way.",7.0,2367,,,,,,
615,tt13562536,Interview with the Antichrist,,2020, 21 December 2020,Thriller,100,USA,English,Timothy A. Chey,Timothy A. Chey,,,A live interview with the Antichrist is broadcast to 2 billion people during the final year of the Great Tribulation.,8.8,344,,,,,,
616,tt13209832,G - Zombie,,2021, 4 February 2021,Sci-Fi,116,India,Telugu,,,,,G-zombie tells the story of a team of young doctors who invent a vaccine to restrict the spreading of contagious diseases until Zombies get in the way.,7.9,1022,,,,,,
617,tt10293308,A Killer Next Door,,2020, 21 July 2020,Thriller,90,UK,English,Andrew Jones,Andrew Jones,,,A young girl begins to suspect that her neighbor on a quiet suburban street is fugitive family killer John List.,3.2,385,,,,,,
618,tt9112712,Breaking Fast,,2020, 22 January 2021,"Comedy, Drama, Romance",92,USA,English,Mike Mosallam,Mike Mosallam,,,"Mo, a practicing Muslim living in West Hollywood, is learning to navigate life post heartbreak. Enter Kal, an All-American guy who surprises Mo by offering to break fast with him during the holy month of Ramadan.",5.7,1568,,,,76.0,,
619,tt8633560,Lazy Susan,,2020, 3 April 2020,Comedy,90,USA,English,Nick Peet,,,,"A slice-of-life comedy about a woman on the edge with nowhere to go but over, Lazy Susan is a story about a spectacularly unmotivated woman for whom doing nothing is exhausting.",5.2,609,,,,37.0,,
620,tt7335796,Behind You,,2020, 17 April 2020,Horror,86,USA,English,,,,,"Two young sisters find that all the mirrors in their estranged aunt's house are covered or hidden. When one of them happens upon a mirror in the basement, she unknowingly releases a malicious demon.",4.2,1373,,,,38.0,,
621,tt10717738,Anjaam Pathiraa,,2020, 17 January 2020,"Crime, Mystery, Thriller",144,India,Malayalam,Midhun Manuel Thomas,Midhun Manuel Thomas,,,"The police are on the trail of a serial killer, but with the victims being fellow officers, will they be able to catch the killer and solve the case in time?",8.0,4414,,,,,,
622,tt6876854,Edge of Extinction,,2020, 18 May 2020,"Action, Sci-Fi, Thriller",141,UK,English,Andrew Gilbert,Andrew Gilbert,,,"Years after WW3, scattered individuals and gangs survive by plundering, killing, cannibalism etc. A young man tries to survive on his own in rural ""England"".",4.9,1108,,,,,,
623,tt8068826,Switched,,2020, 4 September 2020,"Comedy, Drama, Family",104,USA,,John K.D. Graham,,,,"Tired of being bullied, Cassandra Evans prays that her nemesis, Katie Sharp, the queen bee of social media, would know what it's like to walk a day in her shoes. Her prayer is answered in an unexpected way when they get ""Switched.""",4.7,469,,,,,,
624,tt10964430,Thappad,,2020, 28 February 2020,Drama,142,India,Hindi,Anubhav Sinha,,,,Thappad is a story of Amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. But is one slap enough to question what a relationship stands for?,6.8,14260,,,,,,
625,tt4789618,Still Here,,2020, 25 December 2020,"Crime, Drama, Thriller",99,USA,English,Vlad Feier,,,,"A New York journalist who gets assigned the story of a missing African-American young girl, risks his career and takes the matter into his own hands trying to find her.",5.5,609,,,,,,
626,tt1998389,American Dream,,2021, 5 January 2021,"Crime, Drama, Thriller",83,USA,English,Janusz Kaminski,,,,"Entrepreneurs Scott and Nicky are desperate for cash to finish their construction project. They turn to Russian mobster Yuri, but after refusing the funding he offered them, Yuri gets ...
                    See full summary »",4.4,139,,,,,,
627,tt11237714,True to the Game 2,,2020, 6 November 2020,Thriller,94,USA,English,Jamal Hill,,,,"After her friend's death, a NYC journalist becomes the target of a criminal looking to collect on a debt.",3.6,188,,,,,,
628,tt13853720,Animals on the Loose: A You vs. Wild Movie,,2021, 16 February 2021,"Adventure, Reality-TV",90,USA,English,Ben Simms,,,,"The protective fence surrounding a wildlife sanctuary has mysteriously suffered a breach. Bear is called in to help rescue a mischievous baboon, track down a hungry lion, and fix the fence before any more animals get out.",5.8,566,,,,,,
629,tt8006374,Baba Yaga: Terror of the Dark Forest,,2020, 27 February 2020,Horror,97,Russia,Russian,,,,,"When Egor's mom dies, he gets a stepmom and then a baby half sister. Things get seriously twisted when his dad gets a hot nanny, who's the witch, Baba Yaga.",4.7,1253,,,,,,
630,tt9812258,G-Loc,,2020, 11 August 2020,Sci-Fi,92,UK,English,Tom Paton,Tom Paton,,,"Bran flees the cold, uninhabitable Earth. He hopes to get to Rhea, colonized by humans 582 years ago. Rheans are against new arrivals from Earth. He boards a Rhean spaceship with a cute, feisty Rhean.",5.3,1282,,,,,,
631,tt12882620,Evil Eye,,2020, 13 October 2020,"Horror, Mystery, Thriller",90,USA,English,,,,,A superstitious mother is convinced that her daughter's new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.,4.7,2720,,,,54.0,,
632,tt10068916,Made in Abyss: Dawn of the Deep Soul,,2020, 17 January 2020,"Animation, Adventure, Fantasy",113,Japan,Japanese,Masayuki Kojima,Akihito Tsukushi,,,"Riko, Reg, and their new friend, Nanachi, continue their journey down the Abyss and arrive at the 5th layer. But in order for them to continue to the 6th layer, they must encounter the haunting figure of Nanachi's past: Bondrewd the Novel.",8.1,1452,,,,,,
633,tt12832916,Red Woods,,2021, 5 February 2021,"Adventure, Horror, Mystery",95,USA,English,Nicholas Danko,,,,"A group of urbex enthusiasts travel to the backwoods of Appalachia to capture footage of abandoned houses, when they unwittingly become the subjects of a much darker video - made by a different kind of ""enthusiast"".",3.0,169,,,,,,
634,tt8999492,Crazy 2 Crazy,,2021, 19 January 2021,"Crime, Horror, Thriller",92,USA,English,Greg Daniel,,,,What happens when a psychopath meets an all-American family of psychopaths?,3.8,100,,,,,,
635,tt13055780,A California Christmas,,2020, 14 December 2020,"Comedy, Drama, Romance",106,USA,English,Shaun Paul Piccinino,Lauren Swickard,,,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",5.7,6482,,,,,,
636,tt9731534,The Night House,,2020, 16 July 2021,"Horror, Thriller",108,USA,,David Bruckner,,,,A widow begins to uncover her recently deceased husband's disturbing secrets.,6.7,176,,,,62.0,,
637,tt11213372,Stuck Apart,,2021, 8 January 2021,"Comedy, Drama",96,Turkey,Turkish,,,,,"The story of Aziz through an existential crisis longing for his youth: he is not happy with his work nor his private life, which is hijacked by his sister and her family, who have been living with him for some time now.",6.1,8197,,,,,,
638,tt10358198,The Dinner Party,,2020, 9 June 2020,"Horror, Thriller",116,USA,English,Miles Doleac,,,,"A budding playwright and his wife attend a dinner party hosted by wealthy, cultural elites, who have promised to bankroll the writer's latest play to Broadway, but, in fact, have darker designs in mind for the couple.",5.6,2745,,,,,,
639,tt6818118,Jumbo,,2020, 1 July 2020,"Drama, Fantasy, Romance",93,France,French,Zoé Wittock,Zoé Wittock,,,"Jeanne, a shy young woman, works in an amusement park. Fascinated with carousels, she still lives at home with her mother. That's when Jeanne meets Jumbo, the park's new flagship attraction.",6.1,660,,,,58.0,,
640,tt13303456,"Love, Lost & Found",,2021, 6 January 2021,"Comedy, Romance",88,USA,English,John Lyde,,,,"Joey plans to propose to Claire at a picnic in the wilderness. Accidents separate them and Joey ends up with amorous ranger Natalie, while Claire ends up with rescue volunteer Colt, her ex.",5.5,201,,,,,,
641,tt5827790,Unknown Origins,,2020, 28 August 2020,"Action, Adventure, Comedy",96,Spain,Spanish,David Galán Galindo,,,,"Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",6.1,5327,,,,,,
642,tt6865630,Ana,,2020, 3 January 2020,"Comedy, Drama",105,USA,English,Charles McDougall,,,,"Ana meets Rafa in a chance encounter and they embark on a road trip to try and save him from bankruptcy, or worse.",5.8,1250,,,,,,
643,tt5723282,Endless,,2020, 14 August 2020,"Drama, Fantasy, Romance",95,USA,English,Scott Speer,,,,"When madly in love high school graduates Riley and Chris are separated by a tragic car accident, Riley blames herself for her boyfriend's death while Chris is stranded in limbo. Miraculously, the two find a way to connect.",4.8,722,,,,27.0,,
644,tt3301314,Dr. Bird's Advice for Sad Poets,,2021, 12 January 2021,"Comedy, Drama",109,USA,English,Yaniv Raz,,,,"In the emotionally charged, wild and humorous world of sixteen year old James Whitman, we see his struggle to overcome anxiety and depression by seeking advice from Dr. Bird - an imaginary pigeon therapist - in the wake of his sister's disappearance.",6.0,348,,,,,,
645,tt10307856,The Argument,,2020, 4 September 2020,Comedy,81,USA,English,Robert Schwartzman,Zac Stanford,,,A couple get into an argument at their cocktail party that escalates until it brings an abrupt end to the festivities. They and their guests decide to re-create the entire night again and again to determine who was right.,4.6,462,,,,48.0,,
646,tt13534958,Thirike,,2021, 26 February 2021,Drama,108,India,Malayalam,,George Kora,,,"A young crafty man kidnaps his own brother, who has Down Syndrome, from his adoptive parents in an attempt to reclaim his past.",7.9,120,,,,,,
647,tt7886848,Sadak 2,,2020, 28 August 2020,"Action, Drama",133,India,Hindi,Mahesh Bhatt,,,,"The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive.",1.1,65103,,,,,,
648,tt9907782,Eight for Silver,,2021, 30 January 2021,Horror,113,UK,English,Sean Ellis,Sean Ellis,,,"In rural 19th-century France, a mysterious, possibly supernatural menace threatens a small village. John McBride, a pathologist, comes to town to investigate the danger -- and exorcise some of his own demons in the process.",5.9,147,,,,57.0,,
649,tt13491620,Unpaused,,2020, 18 December 2020,"Drama, Romance",113,India,Hindi,,,,,"An anthology that brings together 5 unique creators of Hindi cinema featuring stories of love, new beginnings, second chances, and a glimmer of hope. Set and filmed in the times of the Covid-19 lockdown.",7.1,1751,,,,,,
650,tt8171000,Equal Standard,,2020, 14 May 2020,"Action, Crime",101,USA,English,Brendan Kyle Cochrane,Taheim Bryan,,,"New York City police officers lives collide in interweaving stories of race, rank, loss, and betrayal.",5.5,174,,,,,,
651,tt9697780,Slalom,,2020, 13 January 2021,Drama,92,France,French,Charlène Favier,,,,"Under the guidance of a strict ex champion, a promising 15 year old girl trains as a professional skiing star.Will she be able to endure the physical and emotional pressures?",7.0,347,,,,76.0,,
652,tt10701458,Castle Freak,,2020, 4 December 2020,Horror,106,USA,,Tate Steinsiek,Kathy Charles,,,An Albanian castle with bloodthirsty creatures is inherited by a young woman.,4.3,726,,,,,,
653,tt9741526,Reunion,,2020, 5 November 2020,"Mystery, Thriller",95,New Zealand,English,Jake Mahaffy,Jake Mahaffy,,,A pregnant woman returns to her recently-deceased grandparents' old family home to spend time with her estranged mother. What begins as a tenuous reunion slowly turns terrifying.,4.4,156,,,,,,
654,tt10117768,My Little Sister,,2020, 29 October 2020,Drama,99,Switzerland,German,,,,,"Lisa has bid goodbye to her ambitions as a playwright and the Berlin arts scene and now lives in Switzerland with her husband, who runs an international school. When her twin brother falls ill, she returns to Berlin.",6.6,594,,,,78.0,,
655,tt13669344,En Passant Pécho: Les Carottes Sont Cuites,,2021, 10 February 2021,"Action, Comedy, Crime",99,France,French,Julien Hollande,,,,"In Paris, two dysfunctional drug dealers use family ties to try and boost their business.",4.5,394,,,,,,
656,tt7127184,Useless Humans,,2020, 14 July 2020,"Adventure, Comedy, Horror",77,USA,,Stephen Ohl,,,,"A thirtieth birthday and the survival of mankind are left hanging in the balance after a mysterious creature crashes a party, forcing four childhood friends to save the night.",5.8,1608,,,,,,
657,tt10964530,The Furnace,,2020, 10 December 2020,"Adventure, Drama, History",116,Australia,English,Roderick MacKay,Roderick MacKay,,,"To escape the outback, a young Afghan cameleer falls in with a mysterious bushman on the run with stolen Crown gold.",6.7,333,,,,,,
658,tt8302382,Krack,,2021, 8 January 2021,"Action, Thriller",154,India,Telugu,Gopichand Malineni,,,,"Krack is an action film which follows Veera Shankar, a hot headed police sergeant, who forms a vicious rivalry with notorious crime figure, Katari Krishna.",6.9,4060,,,,,,
659,tt11835714,Dune Drifter,,2020, 1 December 2020,Sci-Fi,98,UK,English,Marc Price,Marc Price,,,"After a devastating orbital space battle, the survivor of a crashed star-fighter must navigate the harsh environment of a desolate planet to save herself before her life support expires.",3.2,653,,,,,,
660,tt10712928,Stars Fell on Alabama,,2021, 8 January 2021,"Comedy, Drama, Romance",103,USA,English,V.W. Scheich,Robert Windom,,,"A Hollywood agent returns to his Alabama hometown for 15 year high school reunion. His old schoolmates think, he's dating and bringing a famous movie star with him. He asks a cute client for a favor.",5.1,221,,,,,,
661,tt10350922,Laxmii,,2020, 9 November 2020,"Action, Comedy, Horror",141,India,Hindi,,,,,The film deals with a ghost seeking vengeance for being wronged and haunts everyone who is staying in the house.,2.3,46747,,,,,,
662,tt10032266,Asia,,2020, 14 December 2020,Drama,85,Israel,Hebrew,Ruthy Pribar,Ruthy Pribar,,,"Asia's motherhood has always been an ongoing struggle rather than an obvious instinct. Becoming a mother at a very early age has shaped Asia's relationship with her teenage daughter Vika. ...
                    See full summary »",6.9,184,,,,,,
663,tt8170298,John Henry,,2020, 24 January 2020,"Drama, Thriller",91,USA,English,Will Forbes,,,,"When two immigrant kids on the run from his former South Los Angeles gang leader stumble into his life, John is forced to reconcile with his past in order to try and give them a future.",3.5,1993,,,,27.0,,
664,tt12876132,Deathstroke Knights & Dragons: The Movie,,2020, 4 August 2020,"Animation, Action, Adventure",87,USA,English,Sung Jin Ahn,J.M. DeMatteis,,,Assassin Slade Wilson leads two lives: a relentless killer known as Deathstroke and a family man. Can he atone for the sins of the past-or will his family pay the ultimate price?,6.4,1727,,,,,,
665,tt8633748,The Opening Act,,2020, 16 October 2020,Comedy,90,USA,English,Steve Byrne,Steve Byrne,,,"Will's true life passion is to become a stand-up comedian. When given the opportunity to emcee a comedy show opening for his hero Billy G., he must decide if he wants to continue the life he has set up, or pursue his dream.",6.1,735,,,,,,
666,tt10280276,Coolie No. 1,,2020, 24 December 2020,"Action, Comedy, Romance",134,India,Hindi,David Dhawan,,,,"After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire. Soon Raju's real...
                    See full summary »",3.6,55191,,,,,,
667,tt10473312,Redwood Massacre: Annihilation,,2020, 20 October 2020,"Comedy, Horror",104,USA,,David Ryan Keith,David Ryan Keith,,,The hunters become the hunted after a stranger obsessed with the Redwood Farm murders convinces bereaved family members to venture into the wilderness in hope of proving the existence of the notorious burlap masked maniac.,4.0,224,,,,,,
668,tt9048802,Father,,2020, 5 March 2020,Drama,120,Serbia,Serbian,Srdan Golubovic,,,,"A small town in Serbia. Nikola, day laborer and father of two, is ordered to give up his children to social services after poverty and hunger drive his wife to commit a desperate act. Until...
                    See full summary »",7.6,1818,,,,,,
669,tt10515526,Lootcase,,2020, 31 July 2020,"Comedy, Crime",132,India,Hindi,Rajesh Krishnan,,,,"Nandan Kumar comes across a suitcase and discovers it is full of cash. He takes the suitcase and soon finds himself being chased by a notorious gangster, an honest cop and a minister, who want the suitcase at any cost.",7.6,13851,,,,,,
670,tt11695190,Blue Ridge,,2020, 20 October 2020,"Action, Crime, Drama",87,USA,English,Brent Christy,,,,A murder in a sleepy town at the heart of the Blue Ridge Mountains shocks the community and refuels a longtime feud between two families.,4.4,151,,,,,,
671,tt10431572,Voice of Silence,,2020, 15 October 2020,"Crime, Drama, Thriller",99,South Korea,Korean,EuiJeong Hong,EuiJeong Hong,,,"Two men work for a criminal organization to clean up the after-math messes. One day, they receive an unexpected order.",6.4,552,,,,,,
672,tt10077544,La boda de Rosa,,2020, 21 August 2020,"Comedy, Romance",97,Spain,English,Icíar Bollaín,,,,Rosa is about to turn 45 and realises that she's always lived her life to serve everyone else. So she decides to leave it all behind and take charge of her life and fulfil her dream of starting her own business,6.3,723,,,,,,
673,tt9765226,1 Night in San Diego,,2020, 17 November 2020,Comedy,85,USA,English,Penelope Lawson,Penelope Lawson,,,A former reality star and her best friend are invited to San Diego for a weekend getaway.,3.4,206,,,,,,
674,tt12801814,Violation,,2020, 25 March 2021,"Drama, Horror",107,Canada,English,,,,,"A troubled woman on the edge of divorce returns home to her younger sister after years apart. But when her sister and brother-in-law betray her trust, she embarks on a vicious crusade of revenge.",6.1,208,,,,,,
675,tt11695654,Uncle Peckerhead,,2020, 11 August 2020,"Comedy, Horror, Music",97,USA,English,Matthew John Lawrence,Matthew John Lawrence,,,"When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",5.9,1347,,,,,,
676,tt13429362,In the Earth,,2021, 29 January 2021,Horror,100,UK,English,Ben Wheatley,Ben Wheatley,,,"As the world searches for a cure to a disastrous virus, a scientist and park scout venture deep in the forest for a routine equipment run.",6.1,130,,,,61.0,,
677,tt9808510,Vellam,,2021, 22 January 2021,"Biography, Drama",154,India,Malayalam,Prajesh Sen,,,,"An alcoholic is left stranded by society, friends and family until he successfully completes his de-addiction. Will they accept him when he is clean and sober?",7.6,905,,,,,,
678,tt10766468,Gintama: The Final,,2021, 8 January 2021,"Animation, Action, Comedy",104,Japan,Japanese,Chizuru Miyawaki,Hideaki Sorachi,,,Add a Plot »,8.7,402,,,,,,
679,tt11697690,The Woman Who Ran,,2020, 17 September 2020,Drama,77,South Korea,Korean,Sang-soo Hong,Sang-soo Hong,,,"While her husband is on a business trip, Gamhee meets three of her friends on the outskirts of Seoul. They make friendly conversation but there are different currents flowing independently of each other, both above and below the surface.",6.7,1386,,,,79.0,,
680,tt9855978,Dreambuilders,,2020, 6 February 2020,"Animation, Adventure, Comedy",81,Denmark,Danish,,,,,"It centers on Minna, a young girl who misuses her newfound ability to create and control other people's dreams to teach her bothersome stepsister a lesson.",6.1,648,,,,,,
